Country Name,Series Name,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Malta,Exports of goods and services (current US$),12785572756.2467,13639282423.3083,15478481458.988,15434046809.4057,16456699273.5491,17416976749.5031,17149447462.3209,18412285257.9252,21318655585.5993,24755306920.6489,26218369672.5312,26504878546.9161,30117508100.8653,30470368358.8796,34937965943.2379
Malta,"Inflation, consumer prices (annual %)",2.08432746082343,1.51563513618532,2.9629852819288,2.37582057760386,1.1802843636655,0.310306472181665,1.10054826378929,0.642702771527304,1.36435448150708,1.15782362451517,1.6420600176894,0.638544956776712,1.49789217934724,6.15375621933037,5.09396758978883
Malta,"Labor force, total",171711,175569,179957,187153,196571,205554,212910,222635,233766,250469,265572,275724,282572,294774,313357
Malta,"Population, total",412477,414508,416268,420028,425967,434558,445053,455356,467999,484630,504062,515332,518536,531113,553214
Malta,"Industry (including construction), value added (annual % growth)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,GDP (current US$),150886459.350586,160629516.601563,172044509.887695,180302078.24707,185817016.601563,185446395.874023,183222930.908203,200900711.05957,212935714.72168,219430038.452148,231996704.101563,240751144.40918,257784881.591797,258774475.097656,284000000
Marshall Islands,GNI (current US$),190879592.895508,196927581.787109,208192581.176758,208826568.603516,221242721.557617,227093063.354492,241745208.740234,254516983.032227,260383300.78125,267321166.992188,281668029.785156,286147155.761719,282690612.792969,296541931.152344,324812851.842661
Marshall Islands,Imports of goods and services (current US$),152721206.665039,175135528.564453,175732559.204102,185657180.786133,206480102.539063,186428970.336914,173134246.826172,161087982.177734,183842330.932617,195262802.124023,270025756.835938,174903671.264648,183674972.53418,190640075.683594,..
Marshall Islands,Exports of goods and services (current US$),42118492.1264648,58154350.2807617,88343132.019043,99021270.7519531,95356872.5585938,92294914.2456055,81272850.0366211,73643501.2817383,83584335.3271484,87396614.074707,86317451.4770508,85811126.7089844,120634040.83252,119741714.477539,..
Marshall Islands,"Inflation, consumer prices (annual %)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,"Labor force, total",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,"Population, total",53593,53416,52971,52203,51352,50419,49410,48329,47187,45989,44728,43413,42050,41569,41996
Marshall Islands,"Industry (including construction), value added (annual % growth)",11.401254246846,7.81096026192441,-2.77494521701874,-24.7114693737234,11.821490856937,-2.18443909341858,-13.7435786475619,-3.28820850107205,0.395278682477667,8.15582096809526,14.5808137685069,-5.33845880190455,-6.31558834306347,10.235955299705,..
Mauritania,GDP (current US$),4714595547.75102,5628878797.98257,6764627745.9033,6728208836.22143,7223071096.85652,6592537781.81518,6166863896.68677,6398747592.13185,6800135898.28827,7473550557.07378,7894764885.82312,8260752385.23089,9222536364.01272,9744039514.55646,10452577062.7581
Mauritania,GNI (current US$),4766478897.04235,5559972100.89651,6609314084.92644,6537356580.81046,7026930509.07254,6339728996.81619,5986395817.55405,6282235172.09234,6703487754.55949,7435080651.89542,7798537818.92346,8155048186.23789,9076362253.94666,9686651406.54886,10443269428.2817
Mauritania,Imports of goods and services (current US$),2110388243.01168,2683928047.48284,3267485663.42152,4206931498.2132,4106332167.14544,3574551160.294,2907777571.10745,2510108455.91277,3013092796.00782,3928133977.99734,4033369861.07674,3747908631.56467,4468397305.37385,5360435747.27999,5453401337.71992
Mauritania,Exports of goods and services (current US$),1755986391.21565,2574612468.25187,3394680268.62567,3247124765.69348,3290007705.21765,2464897183.91279,1862093480.46905,2170784113.99718,2346432964.67156,2734291920.6783,3347184840.42049,3420455747.23413,3675736238.79967,4807056423.78194,4617949250.84902
Mauritania,"Inflation, consumer prices (annual %)",2.22092032381779,6.28354087427704,5.68631959575954,4.90242727217997,4.12910173783393,3.53436856147324,3.25472688117631,1.47171045650004,2.25427651934813,3.06735996058356,2.30009262117937,2.3856948845632,3.56516484650185,9.52526628622843,4.95305034506872
Mauritania,"Labor force, total",833058,852255,870528,888042,901566,917505,934016,951251,969240,998331,1028733,1051969,1080558,1134631,1178602
Mauritania,"Population, total",3322616,3419461,3524249,3636113,3742959,3843174,3946220,4051890,4160015,4270712,4383849,4498604,4614974,4736139,4862989
Mauritania,"Industry (including construction), value added (annual % growth)",-5.25646714250736,-5.97115145601221,2.44785933447405,0.591284879794827,7.65337263751734,-0.148452789112014,3.51839191446473,0.0845607098313224,-7.54246243062447,-0.734260520209673,0.0428555139794184,1.62735514360517,-8.73856056392303,7.36954824410631,-0.478761862877619
Mauritius,GDP (current US$),9128843109.15588,10003670690.3497,11518413429.9684,11668696396.7887,12292974141.4044,13074129952.0532,12007291045.6489,12594155464.4136,13713506130.6081,14735695930.9727,14436346979.6355,11408106446.3144,11484348766.0434,12927979286.0453,14397127281.3829
Mauritius,GNI (current US$),9212111449.38329,10003670690.3497,11299782797.643,12083538713.4471,12635532278.4093,13453633098.4742,12411835683.3359,12811307718.2771,14051920385.6177,15450103729.5488,15153839975.8896,11947741898.9683,12106744357.8582,12857001399.301,14752726724.4679
Mauritius,Imports of goods and services (current US$),5180852195.57069,6224223957.58891,7497888068.50148,7667261719.91109,7466249538.53833,7591499821.84154,6681832574.08712,6573146391.82173,7281199190.00987,7661222829.93069,7481609449.66353,5302573392.44205,6178383771.84359,8128914492.12957,7943826907.87871
Mauritius,Exports of goods and services (current US$),4352373919.73667,5125648055.50863,6040733715.48407,6276844450.96987,6462776011.4064,6867142254.44071,6183497020.54101,6193059608.01233,6603761656.13655,6792605733.41506,6448303392.07697,4489066530.29348,5076281376.82654,7156205104.81743,7666473922.35773
Mauritius,"Inflation, consumer prices (annual %)",2.51609128145115,2.9323630136986,6.5224925486934,3.85216033315983,3.54329573934839,3.21769191994676,1.2865497076024,0.977675134718965,3.66699702675925,3.2160538314457,0.405655190309553,2.5808007718283,4.02852888157383,10.7737512242898,7.05298238454736
Mauritius,"Labor force, total",559155,571591,567989,575615,590490,597842,606421,603463,610015,607684,616374,578873,551754,583049,588041
Mauritius,"Population, total",1247429,1250400,1252404,1255882,1258927,1261208,1262879,1263747,1264887,1265577,1265985,1266014,1266334,1262523,1261041
Mauritius,"Industry (including construction), value added (annual % growth)",2.95409161121971,2.74117050138985,-0.179666242204235,0.688674506345905,1.17421170952628,-0.124962408549038,-0.434112936699165,0.937507307164068,3.39719355272796,3.1485293974757,2.77689458687138,-19.6768508418203,10.8781413332586,6.76290773621902,10.4738977129324
Mexico,GDP (current US$),943437415024.633,1105424238731.09,1229013703416.76,1255110424817.79,1327436290282.67,1364507717614.13,1213294467716.88,1112233497452.7,1190721475906,1256300182879.73,1305211135822.61,1120832412468.85,1313069763986.6,1463323889036.56,1788886821046.81
Mexico,GNI (current US$),929066805910.397,1093237575189.89,1210622838008.34,1228761368842.97,1288984391393.29,1332054399903.7,1182962837135.44,1083159760755.14,1160558920059.09,1223821716221.84,1268447619044.65,1084976604944.11,1279289408145.3,1429617591784.31,1744711420378.22
Mexico,Imports of goods and services (current US$),264902814265.021,334456322123.253,389836031336.216,410653072130.987,423928383606.88,445312781390.94,439821695268.006,432376614131.825,469597181245.762,517202845542.861,507718830451.141,421733705138.807,559543438796.22,668555301815.689,678331255630.685
Mexico,Exports of goods and services (current US$),250136106515.904,320766037580.856,374148226662.347,395854929792.859,408263658323.619,429314956761.169,414495031033.993,409476294705.042,446688309687.408,490508969545.438,502467565593.676,439853110556.611,534121594484.484,625732377983.192,647638864226.509
Mexico,"Inflation, consumer prices (annual %)",5.29735584228856,4.15672722680174,3.40737824605742,4.11150981070289,3.80639069747204,4.01861608078679,2.72064064964023,2.8217078474766,6.04145724018986,4.89935015356551,3.63596142127046,3.39683415570006,5.68920847683753,7.8962761916855,5.52796087314389
Mexico,"Labor force, total",46933484,47714802,48766229,50313010,51144538,51654365,52724092,53567895,54292612,55360235,56818605,53137902,56993986,58718432,60042318
Mexico,"Population, total",111049428,112532401,114150481,115755909,117290686,118755887,120149897,121519221,122839258,124013861,125085311,125998302,126705138,127504125,128455567
Mexico,"Industry (including construction), value added (annual % growth)",-8.09631971240488,4.70060301734271,3.14585510927716,3.56728964384058,-0.526831209357226,2.90653564107977,1.82032077390079,0.285648274635136,0.626122440818037,0.165580065520459,-1.6016504334312,-9.13047055229077,6.67234038001432,5.26561667029264,3.51958995829995
"Micronesia, Fed. Sts.",GDP (current US$),280284600,296944100,311301600,327248700,317214400,319271200,316489900,325000000,359000000,392000000,394000000,372000000,390000000,430000000,460000000
"Micronesia, Fed. Sts.",GNI (current US$),296756800,307507200,320855800,342609600,342707900,344654400,375852000,379735000,408887900,402265100,442208694,420832787,435690286,478025635,504260485
"Micronesia, Fed. Sts.",Imports of goods and services (current US$),243611500,243860300,255859900,266613200,262856300,236361400,247594700,242489900,260565500,262770200,272077700,253798900,263273300,274333800,310669400
"Micronesia, Fed. Sts.",Exports of goods and services (current US$),61304000,70347100,76935900,97807400,96425000,101619000,85658000,91885300,109856900,142584400,105568900,64323700,78392000,90465900,125788700
"Micronesia, Fed. Sts.","Inflation, consumer prices (annual %)",6.39360257735201,3.31370963136217,5.08259403890371,5.01850353045616,1.75232737350762,0.650284891767944,-0.2981158373807,-1.03746806405349,0.58225373525489,1.49840023593737,1.92385170787923,0.554594630853174,3.19128406597466,5.40874375479067,..
"Micronesia, Fed. Sts.","Labor force, total",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.","Population, total",107868,107588,107887,108232,108609,109024,109462,109925,110430,110929,111379,112106,113131,114164,115224
"Micronesia, Fed. Sts.","Industry (including construction), value added (annual % growth)",35.4904555558439,18.0383019470156,11.9297809168934,-1.29006696752123,-20.0527665739907,-28.6219838485511,-6.20083890170783,5.95690979588849,0.992525848825366,-7.54512203459356,0.275448991098742,-10.1304327787252,-2.6585978768142,-4.46350484178582,0.784188293425387
Moldova,GDP (current US$),5439434271.78807,6974982369.60155,8414352020.49442,8709138634.82921,9496717875.51932,9402090137.7423,7797667196.73087,7980917075.7748,9514404016.20949,11252353420.8798,11736797054.6965,11530746234.4492,13691869264.0794,14510490660.2516,16539436547.295
Moldova,GNI (current US$),5745818449.40063,7480581273.20622,8991792743.46916,9519279677.54776,10391128071.4427,10224420140.6672,8247147200.20113,8426887066.00077,10070244012.8248,11788143412.026,12351757050.0244,11920936239.1612,13958389266.2174,14570210659.0501,16749246544.5137
Moldova,Imports of goods and services (current US$),3997505755.17065,4192539061.14521,5559963077.40643,5676055632.37459,6039407691.70388,5895141393.7244,4457107087.58281,4480341975.44769,5336680940.38419,6385757543.1858,6624383483.98942,5921197990.85951,7916926177.17203,10083843761.9561,9856376480.69488
Moldova,Exports of goods and services (current US$),2005634869.02064,1941110604.74834,2738068649.00211,2711403114.26299,3047744931.25949,2964287552.46469,2480197906.57851,2623048025.71072,3095306463.28308,3454064033.36926,3660834340.67571,3218731277.60425,4196391944.64671,5984197968.05768,5877849984.9537
Moldova,"Inflation, consumer prices (annual %)",-0.0627185967108363,7.48385086350852,7.6872510335618,4.54633427355293,4.59787897363127,5.08878554625879,9.6762403310186,6.35930898037947,6.57022997455597,3.04505397337071,4.83778351428722,3.76597122245364,5.10641129002835,28.7372976766235,13.41701043813
Moldova,"Labor force, total",1424025,1487441,1513085,1524520,1536144,1626652,1628800,1595416,1525974,1465932,1487366,1475366,1509428,1485845,1464169
Moldova,"Population, total",2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2538894,2486891
Moldova,"Industry (including construction), value added (annual % growth)",-19.8700003659481,5.82229127109007,7.48894358084533,0.985830166375152,6.11622251000637,8.91160151306912,2.47231821205915,0.278119002117691,4.07860732157475,10.0713030500783,5.45091879039347,0.772331478863308,-0.192302318979159,-10.4340388534384,-11.7402653208185
Monaco,GDP (current US$),5474379252.34114,5367561569.59548,6088689808.38347,5742749294.00852,6555591709.88585,7069353073.08882,6261649890.82388,6465645584.94877,6431271365.08338,7182444409.54069,7383944044.17,6739645416.47916,8626081320.50612,8784002931.68665,..
Monaco,GNI (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,Imports of goods and services (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,Exports of goods and services (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,"Inflation, consumer prices (annual %)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,"Labor force, total",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,"Population, total",32401,33178,33945,34700,35425,36110,36760,37071,37044,37029,37034,36922,36686,36469,36297
Monaco,"Industry (including construction), value added (annual % growth)",..,..,6.20613224972296,1.84347826086957,18.5109289617486,-3.1556195965418,..,..,..,..,..,..,..,..,..
Mongolia,GDP (current US$),4583850367.88972,7189481998.90094,10409797377.8571,12292770631.565,12582122604.2577,12226514668.0622,11619892590.6941,11181350649.3573,11480847740.736,13178094720.4986,14206359017.5143,13312981429.0891,15286441737.6686,17146471713.748,19872180369.6275
Mongolia,GNI (current US$),4388014379.17088,6609616844.37432,9551979901.62167,11343401728.8116,11871513598.9081,11232542766.2328,10652455621.4482,10260106001.6486,9872124813.33454,11943636998.2069,12634360587.8507,12053017479.445,13054692170.9439,15067905989.6867,17982780763.2288
Mongolia,Imports of goods and services (current US$),2637353047.33985,4074354871.68088,7749643777.07632,8115246246.99834,7728160165.09972,6978077007.86357,5283520220.25587,5611142023.26474,6517243584.98094,8986286558.25453,9259602726.47506,7345876551.6778,9255820394.66367,12219703773.3526,13756971071.1559
Mongolia,Exports of goods and services (current US$),2304668257.15766,3355977050.12574,5470718595.11062,5356224605.54811,4893217361.06212,6388231489.26537,5134139179.48847,5688198400.40209,6792836359.89678,7665010102.42513,8412612745.88232,7676311652.04846,8950037976.40907,11155726172.5221,15503198484.0119
Mongolia,"Inflation, consumer prices (annual %)",7.61950593519404,10.0462065881651,8.411214953271,14.3303348325837,10.4906567588242,12.253980812976,5.7356828193832,0.733272227314397,4.30143105302342,6.82424790145522,7.30106953550723,3.79604026111247,7.35281243380219,15.1479560897226,10.3475831314339
Mongolia,"Labor force, total",1121694,1153589,1195069,1203558,1210993,1241618,1254113,1248388,1282474,1296309,1388801,1359751,1327149,1389489,1402844
Mongolia,"Population, total",2666713,2702520,2743938,2792349,2845153,2902823,2964749,3029555,3096030,3163991,3232430,3294335,3347782,3398366,3447157
Mongolia,"Industry (including construction), value added (annual % growth)",-0.412193257805328,4.29383462012822,8.77349503252157,14.8387774639115,14.6415418965386,12.6538398399793,9.94249382726046,-2.35577686128427,1.39047162300628,8.48383397855147,3.08361525062625,-4.39499645822478,-2.2201682113367,-4.51907991564559,12.5670260923559
Montenegro,GDP (current US$),4159330369.5471,4142983843.4912,4544428421.49513,4087526241.81268,4465772400.37453,4593853290.963,4054730077.57718,4376930578.32395,4856599480.79882,5506942238.35668,5542054181.12616,4769996866.00758,5861427505.12493,6229801580.79157,7404541964.50779
Montenegro,GNI (current US$),4166797860.51681,4114165282.39753,4580993271.28926,4156682443.874,4552823114.57012,4654833219.9679,4143543186.70004,4415192363.25036,4956345528.61142,5571825861.24026,5604334042.31501,4845904669.64871,5982455401.55457,6353915382.64158,7477458122.00582
Montenegro,Imports of goods and services (current US$),2707481244.79022,2599139079.60796,2922522389.59708,2783342198.37654,2743260131.88214,2755573062.24825,2455986712.46738,2760629872.45149,3132495712.86232,3675019160.97939,3602220978.39472,2910143308.92618,3645552221.08006,4632838231.76811,5131485546.82008
Montenegro,Exports of goods and services (current US$),1427934148.37455,1534743719.08594,1924512885.32796,1785124200.54013,1846255702.60776,1844142904.20975,1707774138.57379,1777062964.00017,1993886168.86917,2361101499.45735,2430004477.77902,1240041026.80988,2510704691.51633,3210395029.63458,3753023109.94798
Montenegro,"Inflation, consumer prices (annual %)",3.46672373207793,0.654946570148479,3.4501431124869,4.14524724981119,2.20589268141178,-0.710514051710227,1.54869158222486,-0.271385023385176,2.3802359905313,2.611223782638,0.361563704540767,-0.255655699848551,2.41080198403165,13.0403036347004,8.58476910455403
Montenegro,"Labor force, total",242945,243784,244506,251895,252989,266788,272361,276767,277876,284888,292098,271119,276234,284490,285512
Montenegro,"Population, total",618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622028,621306,619211,617213,616177
Montenegro,"Industry (including construction), value added (annual % growth)",-15.629870137415,5.43124264946304,-0.211605458450506,-8.48732817347303,8.35291247276663,-0.162373481638227,1.6841582325585,6.39253417011896,8.23771165887759,14.8117785087496,3.78893905968927,-9.86107724866321,1.38919050918813,-5.20285866602201,3.34176232554557
Morocco,GDP (current US$),101154952240.881,100865329473.44,110080631332.375,106937392311.129,115739287305.08,119130841411.664,110413823841.592,111572947004.917,118540573367.844,127341147581.818,128920266409.458,121353645057.144,141817797083.468,130912558829.84,141109373209.414
Morocco,GNI (current US$),99873225565.0296,99581285619.2078,108370716160.633,104953373174.425,114282741689.255,116737884764.791,108703008127.117,110026167792.814,116714427716.555,125425336311.069,126978615953.539,120193575825.745,139859068559.281,129049589298.333,138989915865.79
Morocco,Imports of goods and services (current US$),37077112112.2985,40097025623.1379,49394706345.8953,49324878352.9361,50467526991.8377,49749730471.191,41176430827.7419,45062154625.7161,49273637902.1126,55299739977.2557,54024112942.437,46174693558.8201,60199361761.1157,73711943909.1555,73738262314.5415
Morocco,Exports of goods and services (current US$),26014198657.0851,30046721232.9862,35175698017.5837,34323797625.1804,35014914037.2784,35897680523.6335,33119569273.8522,34291493550.4303,38651885813.4308,43077520359.3568,43952860516.0238,37369771251.448,47060549921.4328,58661445221.0782,62021736947.266
Morocco,"Inflation, consumer prices (annual %)",0.971862998667636,0.993557401226392,0.9069249096918,1.28712240079219,1.88065466724086,0.442310053557048,1.5579071134626,1.63531114327064,0.754663249323619,1.80391671141896,0.303386036590383,0.705968661338261,1.40195883962006,6.65704202759067,6.09114152504141
Morocco,"Labor force, total",11361433,11445798,11533785,11546217,11708832,11827998,11854873,11796246,11696824,11926569,12161541,11951801,12285624,12182515,12284010
Morocco,"Population, total",32042877,32464865,32903699,33352169,33803527,34248603,34680458,35107264,35528115,35927511,36304408,36688772,37076584,37457971,37840044
Morocco,"Industry (including construction), value added (annual % growth)",-6.57674276094778,10.2404206257023,6.30158200226781,0.764291269183531,0.592679053668533,3.47955479022764,1.75352428312701,1.89507498022765,3.38577436909794,3.14713927676131,4.06738795804191,-5.23164260892854,7.06489975975231,-1.70246129935072,0.960241793610336
Mozambique,GDP (current US$),12263894790.0125,11411894723.864,14619279988.716,16688114144.0745,17198073057.1981,17978246586.0662,16208985769.615,12069051237.1711,13264640645.7768,15017359042.4464,15512758964.5779,14235420174.1813,16168055475.085,18406835494.9468,20624597846.5495
Mozambique,GNI (current US$),11982083699.5426,11052119443.8637,14364079953.8574,16612647550.2375,17139483397.9508,17776333934.6715,15908852642.0518,11833552380.6601,12884983781.7875,14730512284.3303,15236312656.0004,13948700692.849,15828197520.5693,16984939141.4239,18787392734.1766
Mozambique,Imports of goods and services (current US$),4895152160.56224,5074769219.60681,7752211162.94431,12669140464.7463,13997781555.4826,15024028376.7695,10728551022.1303,9053287501.33234,8582511319.65343,11875190161.7464,10618346229.3217,9554283407.47139,11597098163.9044,15280730845.0766,..
Mozambique,Exports of goods and services (current US$),3431857367.64262,3351471802.24651,4587369287.45407,5009344508.84687,4814395425.92704,5894893978.46845,5279638423.57529,4270264152.95059,5444267918.05269,6837559127.52947,5761757677.53245,4667776262.86619,6523890986.02307,9671655902.69491,..
Mozambique,"Inflation, consumer prices (annual %)",3.78861330914628,12.4255421735155,11.1666056127875,2.60245456956609,4.26135250941972,2.55974875844295,3.55075967356746,17.4180418197597,15.1132073899384,3.91133439990723,2.80270307928106,3.48393567493209,6.40847652975692,10.2794018093421,7.12697482131851
Mozambique,"Labor force, total",9909785,10136050,10392301,10678295,10991654,11326670,11678215,12098571,12527179,12938717,13352327,13664108,14105884,14692946,15191227
Mozambique,"Population, total",22436660,23073723,23760421,24487611,25251731,26038704,26843246,27696493,28569441,29423878,30285595,31178239,32077072,32969518,33897354
Mozambique,"Industry (including construction), value added (annual % growth)",6.41772360297242,5.4023701227969,7.27342315300936,8.68240716173523,5.70253159576181,9.77100071214187,13.9708483945079,9.10858877495868,5.16890599952492,4.78431879109375,-0.261913139944411,-6.27329930455865,1.69363994013632,4.71967120217984,10.4339500597564
Myanmar,GDP (current US$),36906181380.8127,49540813342.4834,59977326085.9908,59937796648.2158,60269732854.827,65531374199.6663,59607290407.6191,63298361996.2153,66053040483.0016,67860515989.517,75065106227.6892,79006113643.1906,66345291160.1683,62253049891.6449,64815031669.0952
Myanmar,GNI (current US$),36895845255.5457,49528704371.1056,59964576988.5087,57556421307.7229,58364906162.4847,62535394200.1685,57499580407.6303,61653951995.8482,63958040482.7508,65984255989.6395,72641276228.2097,77509313176.5807,65277447226.4478,61363349891.8111,63663583535.5286
Myanmar,Imports of goods and services (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,Exports of goods and services (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,"Inflation, consumer prices (annual %)",1.47234311385647,7.71838195873614,5.0214601462073,1.46758322674679,5.64303883425501,4.953299184844,9.45417189526018,6.92882525816076,4.5725365531752,6.87232865662935,8.82506696804558,..,..,..,..
Myanmar,"Labor force, total",23281426,23425673,23653727,23865743,24061830,24256532,24454335,24239329,24004375,24412306,23943305,24060818,22303449,22526660,22884069
Myanmar,"Population, total",49015836,49390988,49794522,50218185,50648334,51072436,51483949,51892349,52288341,52666014,53040212,53423198,53798084,54179306,54577997
Myanmar,"Industry (including construction), value added (annual % growth)",18.3316016255822,36.6806419182421,10.2251825174534,8.0031108538072,11.4069722413035,0.311079761882141,8.32466711595772,21.7778379831138,9.67312108717482,5.91809731034962,7.95886742929366,-11.7892702829019,-8.21452800691786,8.01905848260283,1.53373346439322
Namibia,GDP (current US$),8938847189.07592,11431412421.1316,12523359440.5499,13042053591.6857,12043307277.1235,12435430969.6301,11335161083.5061,10722018732.0936,12895153160.466,13682018827.0434,12541928102.7657,10583748541.5258,12402486183.6396,12567271004.6761,12351024843.7467
Namibia,GNI (current US$),8658629373.84575,10835987790.3209,12010748072.7806,12519827110.1304,12011999579.4904,12363536657.7186,11317050632.4328,10511261596.5703,12661495881.2477,13176748522.8513,12234173555.5494,10539865094.8199,11934183891.663,12080731342.825,11781635021.2145
Namibia,Imports of goods and services (current US$),6453818125.92546,6834901238.02053,7094403704.0969,7845456566.94579,7252831224.3752,7966516583.63681,7012858245.28811,6321350620.34772,6137946260.80421,6270647309.77361,5832030383.98715,4577193256.96413,6398181205.35163,7384909985.30924,8176160022.09688
Namibia,Exports of goods and services (current US$),4609153402.27765,5519309341.42765,5703110578.38843,5224429911.45347,4516479278.36452,4851942697.54909,4009342643.84947,3753721654.57513,4335454250.28185,4909459328.14274,4565372504.91404,3564380963.997,3963389446.70277,5070281050.06781,5361856646.34859
Namibia,"Inflation, consumer prices (annual %)",9.45172651521705,4.8749198764395,5.005595180812,6.72199777334886,5.60092502290401,5.35016966859602,3.39401538410559,6.72858234593338,6.14579981111164,4.29159105337875,3.72239414422695,2.20938236933469,3.61690530108814,6.08128114112413,5.87993463284275
Namibia,"Labor force, total",734219,753051,771227,789420,862767,867194,881284,895063,899482,903161,918680,915520,938865,968424,988727
Namibia,"Population, total",2067919,2099271,2132340,2167470,2204510,2243001,2282704,2323352,2364534,2405680,2446644,2489098,2530151,2567012,2604172
Namibia,"Industry (including construction), value added (annual % growth)",-14.8737632493459,11.9133627692595,2.37154916785873,6.51753471482195,5.24499049995883,5.31526722011134,1.32639218290593,-6.16315565980811,-0.710602593313297,5.25337106140999,-2.11164574460341,-12.8416395920084,0.546655544320117,11.2857952827569,9.18915269885197
Nauru,GDP (current US$),44176245.5492433,47562844.6104251,65071879.7787162,101055722.95058,94385014.9425842,99149244.4001333,84863440.5801997,97541943.0355053,109355638.866955,130995566.30391,125160115.547819,124685688.161094,175390280.69162,153824609.470517,154127798.193541
Nauru,GNI (current US$),52199461.6388209,57343262.8111403,80826669.2169585,121666862.591027,118560095.041606,121784282.457836,116562431.620451,133574227.9628,152796223.685828,175720088.053824,176940643.351602,187363708.822719,263682494.333401,251457982.470517,262402486.193541
Nauru,Imports of goods and services (current US$),27242018.0887,22900628.886501,44367190.7582156,52590223.1681588,73866533.4333267,97313147.2816123,108991281.529472,95358168.1914268,89747041.5528802,112392645.645366,119438510.265633,113960037.566591,140312224.553296,174141067.325113,..
Nauru,Exports of goods and services (current US$),36813537.9577027,24662215.7239241,40423440.4685964,69089116.7111106,95410939.018047,98231195.8408728,60735599.6309272,70608719.9585374,65613383.3201729,71311195.8577497,75811269.9889645,54298606.1346699,53736596.6374325,84168182.5404715,..
Nauru,"Inflation, consumer prices (annual %)",..,..,0.3003003003003,-0.124750499001971,..,..,..,..,..,..,..,..,..,..,..
Nauru,"Labor force, total",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,"Population, total",10233,10241,10283,10444,10694,10940,11185,11437,11682,11924,12132,12315,12511,12668,12780
Nauru,"Industry (including construction), value added (annual % growth)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,GDP (current US$),12854985464.0764,16002656434.4746,21573872420.7008,21703100877.1309,22162204924.5726,22731612922.1906,24360801286.7638,24524109483.5293,28971588940.364,33111525237.149,34186180699.0255,33433659301.2466,36924841394.2605,41182939600.67,40908073366.8455
Nepal,GNI (current US$),13007811026.4899,16124973167.3285,21678317045.9088,21854809619.7468,22310902766.2253,23065091325.5243,24704984111.0513,24843843665.6829,29263410261.8486,33328197894.5092,34539791626.5539,33828751647.5543,37122384063.19,41421597989.0937,41385089422.5577
Nepal,Imports of goods and services (current US$),4455549991.21991,5825346141.46184,6146530703.24258,6331144981.35583,7218389060.25271,8151238036.16687,8879790219.80218,8322479252.38274,10670300513.8727,13453790805.9787,14176869010.9874,11405416698.2379,14007303181.881,17408444769.7564,14187922184.8733
Nepal,Exports of goods and services (current US$),1596506175.3286,1533460341.31158,1684085752.52174,1899084545.10723,2059901303.17249,2301358066.37855,2488355629.40472,2005968673.73752,2263315184.52804,2587877949.51035,2659663141.42524,2275257414.73258,1890245951.47223,2760241582.09798,2845174699.72083
Nepal,"Inflation, consumer prices (annual %)",11.0948237386987,9.32650410745394,9.22707546125951,9.45980980357135,9.04016311917636,8.36415469659563,7.86890895590899,8.79034332004633,3.62709610696607,4.0611633875107,5.56868547784929,5.05236655289212,4.14968003360264,7.6507917679853,7.11475951738199
Nepal,"Labor force, total",6858521,6942401,7014343,7075931,7135041,7203131,7291304,7456083,7643767,7831309,8020290,8167299,8481802,8740707,8937228
Nepal,"Population, total",27026941,27161567,27266399,27330694,27381555,27462106,27610325,27861186,28183426,28506712,28832496,29348627,30034989,30547580,30896590
Nepal,"Industry (including construction), value added (annual % growth)",-0.590000617187727,3.99958995336466,4.33226591175801,5.85175665858357,2.78062533205792,7.47416504744218,2.00196584915533,-4.13315507257785,17.1374043021455,10.3644870241223,7.37929953422851,-4.02345501368733,6.94626397123217,10.7047157467045,1.37844090487906
Netherlands,GDP (current US$),871518638049.218,847380859016.668,905270626332.687,838923319919.531,877172824534.512,892167986713.722,765572770634.375,784060430240.08,833869641687.06,914043438179.607,910194347568.626,909793466661.481,1029678338329.44,1009398719033.08,1118124749886.29
